feature	Acidaminococcus	Agathobacter	Akkermansia	Alistipes	Allisonella	Anaeroplasma	Anaerostipes	Asteroleplasma	Bacillus	Bacteroidales_RF16_group	Bacteroides	Barnesiella	Bifidobacterium	Bilophila	Blautia	Butyricicoccus	Butyricimonas	Butyrivibrio	CAG.352	CAG.873	Catenibacterium	Christensenellaceae_R.7_group	Citrobacter	Clostridia_UCG.014	Clostridia_vadinBB60_group	Clostridium_sensu_stricto_1	Colidextribacter	Collinsella	Coprobacter	Coprococcus	Defluviitaleaceae_UCG.011	Desulfovibrio	Dialister	Dorea	Enterobacter	Enterococcus	Erysipelatoclostridiaceae	Erysipelotrichaceae_UCG.003	Escherichia.Shigella	Faecalibacterium	Family_XIII_AD3011_group	Family_XIII_UCG.001	Flavonifractor	Fournierella	Fusicatenibacter	Holdemanella	Incertae_Sedis	Intestinibacter	Intestinimonas	Klebsiella	Lachnoclostridium	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_UCG.004	Lachnospiraceae_UCG.010	Lactobacillus	Lactococcus	Marvinbryantia	Megasphaera	Methanobrevibacter	Monoglobus	Muribaculaceae	NK4A214_group	Negativibacillus	Odoribacter	Oscillibacter	Oscillospira	Parabacteroides	Paraprevotella	Parasutterella	Phascolarctobacterium	Prevotella	Prevotellaceae_NK3B31_group	RF39	Rikenellaceae_RC9_gut_group	Romboutsia	Roseburia	Ruminococcus	Slackia	Streptococcus	Subdoligranulum	Succinivibrio	Sutterella	Terrisporobacter	Turicibacter	Tyzzerella	UCG.002	UCG.003	UCG.004	UCG.005	UCG.010	Weissella	X.Eubacterium._coprostanoligenes_group	X.Eubacterium._eligens_group	X.Eubacterium._hallii_group	X.Eubacterium._ruminantium_group	X.Eubacterium._siraeum_group	X.Eubacterium._ventriosum_group	X.Eubacterium._xylanophilum_group	X.Ruminococcus._gauvreauii_group	X.Ruminococcus._torques_group	uncultured	vadinBE97
np1021	10	1613	0	61	0	0	6	16	0	9	2844	7	11	0	249	0	0	2	89	45	4	30	27	2106	18	8	21	54	0	364	0	3	217	224	0	0	40	1	3	711	5	0	0	13	37	3	0	0	0	285	83	4	2	90	344	0	8	4	0	16	0	10	0	311	72	3	0	3	4	43	280	8	166	21689	0	7	377	7	336	230	0	0	138	20171	67	0	0	1	786	355	3	147	36	0	13	55	26	0	0	0	3	43	2	137	0
np1023	71	7924	30	1429	12	5	104	105	9	163	40672	123	82	13	1548	10	2	5	353	649	421	171	3	2440	577	57	62	168	45	908	9	43	340	486	0	43	74	122	29	1401	26	4	0	52	526	14	179	14	5	14	231	8	12	122	863	19	143	0	1	48	54	119	2	8624	111	15	22	19	54	3114	440	137	2796	23153	0	140	2797	73	428	832	5	0	389	308	1234	8	11	0	3964	2307	35	298	433	19	350	150	84	240	34	117	53	223	16	753	0
np1026	10717	682	84	3001	1539	14	448	3	0	0	74698	225	3712	18	169	92	10	28	3002	0	75	429	0	480	21	10	137	2032	0	4180	4	229	316	1279	5	22	18	5	25	18852	0	2	0	0	179	24	0	4	48	15	1209	213	3	183	611	2717	30	8	0	19	0	1	11	727	52	0	58	18	16	1531	2497	906	1929	6518	2043	8	1743	12	1133	5031	31	394	3105	0	5224	1	7	0	2978	3103	2	61	104	0	7	291	1186	1	18	3	2445	300	29	162	3
np1027	0	362	23	1215	7	0	62	7	0	0	11377	70	18	9	472	0	7	110	1765	0	11	77	18	270	0	0	33	0	21	428	0	7	304	530	0	0	261	11	5	868	0	2	3	40	25	0	0	11	0	2	105	54	7	58	993	43	27	5	5	9	0	2	22	216	179	0	63	0	13	996	1658	96	117	6647	250	0	0	4	596	1007	0	4	222	0	152	0	0	2	496	191	0	48	151	0	34	289	95	6	64	2	53	7	27	175	0
np1028	1554	236	144	8198	58	58	217	33	0	0	89998	231	354	35	3530	44	16	283	559	0	21	1525	0	1208	115	33	92	338	0	1770	96	131	465	13801	10	6	14	83	24	5635	0	3	5	0	169	38	16	2	44	0	682	272	50	252	1822	1800	49	8	3	75	0	8	55	2334	1064	0	121	43	59	1601	1225	283	3338	2045	1131	152	1597	26	553	3919	11	7	1516	0	1801	4	22	0	6318	3100	0	327	136	1	252	1232	841	20	51	7	786	66	57	710	9
np1030	120	307	19	18022	65	0	51	0	0	0	64722	2422	439	166	2459	27	274	0	385	0	0	459	1314	2611	17	218	104	1034	30	3068	0	725	887	2137	0	111	0	10	697	1113	882	236	2	0	5145	5	356	51	121	5942	2778	17	22	92	834	698	482	8	243	16	0	24	14	15	193	2372	149	82	72	9973	437	89	896	1656	649	58	0	149	4	1825	27	4	535	2	8051	7	9	4	50485	13649	0	183	197	37	8	0	50	1	51	0	0	139	28	4614	205
np1032	46	1883	0	1019	15	0	96	1	0	4817	35112	69	200	8	1404	2	0	0	6	813	1149	457	37	1304	175	26	29	65	5	495	0	334	158	186	0	63	7	86	37	127	19	2	0	13	117	8	254	3	5	29	541	0	4	63	194	6	86	36	8	27	25	108	0	5934	91	90	0	11	102	4713	5	42	2218	3824	0	43	1052	33	8	49	3	0	66	0	259	3	3	0	3485	1006	9	217	352	3	38	8	52	12	3	0	0	78	0	2732	5
np1034	1737	129	0	285	223	0	77	12	0	0	30197	32	1089	0	114	8	0	0	20	0	13	152	0	452	35	2	30	450	0	924	0	92	306	678	0	3	0	0	0	3315	0	2	0	0	58	0	0	0	0	1	278	42	0	29	319	39	31	10	0	56	0	0	7	141	10	0	4	0	4	205	1831	136	975	4544	830	0	1403	0	171	1357	5	169	2457	0	1167	2	0	1	1789	311	1	19	31	0	2	208	116	0	0	0	364	799	18	118	0
np1038	0	249	47	801	0	0	16	1	3	0	38684	126	61	2	698	9	4	83	1337	0	3	804	35	224	97	43	30	175	0	439	67	0	62	615	2	66	0	0	33	993	0	9	1	99	23	11	3	9	6	0	318	32	8	141	4808	12	114	16	0	23	0	24	21	511	57	0	12	9	31	168	9	135	470	1106	0	34	151	47	6447	7	3	0	658	0	264	0	18	0	2587	839	5	857	13	0	0	298	231	3	48	2	119	19	16	2547	8
np1039	751	989	12	477	90	0	43	40	48	0	52492	60	578	0	3639	35	3	11	68	0	27	509	0	6017	86	17	69	1166	0	2247	15	14	884	1199	14	19	0	9	399	4831	0	61	0	0	393	7	3	0	3	269	843	214	19	748	9567	202	7	0	0	124	0	6	118	218	324	0	14	21	32	242	925	305	1190	36373	1705	32	5812	13	248	7764	10	6	2418	0	1969	3	7	0	7423	1252	1	553	130	0	9	1108	139	0	29	0	1453	33	43	120	1
np1041	17	1040	0	780	7	11	17	0	0	0	7918	87	109	0	545	7	0	0	93	0	0	102	0	38	1	11	15	127	2	163	19	0	182	222	0	0	0	5	7	511	0	0	0	0	36	0	0	5	0	7	70	18	1	20	940	21	58	0	0	7	0	7	10	138	39	3	2	9	14	100	42	2	255	1611	29	44	0	10	103	958	0	0	167	0	311	0	0	4	620	263	0	95	14	2	2	113	38	1	0	0	292	47	4	41	0
np1042	103	4648	9	844	30	0	51	2	150	999	37261	3	181	9	1233	8	0	0	296	1477	79	217	173	7796	908	37	79	509	3	2872	22	54	882	1169	10	1137	391	3	112	3946	27	16	0	22	457	6	3	5	4	135	332	10	5	223	2956	23	218	171	0	61	27	59	0	5207	381	24	0	15	41	374	127	23	1943	32469	0	21	2385	48	357	1627	0	0	798	50937	306	6	12	0	4774	2257	0	724	233	0	53	238	138	4	6	0	8	153	4	2991	1
np1046	0	374	219	1709	6	1	484	486	8	0	10411	34	1131	11	2219	12	12	3	807	0	167	847	339	3186	47	19	44	855	1	1376	25	0	999	1140	0	8	921	109	16	4997	0	4	0	0	106	301	6	2	0	8	181	141	14	1132	296	14	40	13	0	37	0	782	41	888	169	0	52	3	16	117	1752	262	193	8786	0	185	3160	91	644	1711	0	4	1144	0	154	0	19	5	1721	233	78	345	39	0	8	1510	297	0	5	0	685	95	20	1002	36
np1050	117	786	9	100	14	1	4	43	0	0	1558	9	78	3	688	3	3	0	51	87	14	87	0	1262	69	34	28	132	0	846	18	0	650	616	0	3	0	2	46	10221	2	29	0	12	61	13	6	4	0	4	214	1184	3	552	172	42	21	12	0	38	174	23	2	482	101	1	9	9	11	86	100	47	830	34169	0	21	1136	38	46	451	32	0	771	45	376	5	0	16	2893	1297	2	31	38	0	48	633	576	0	1	0	0	232	2	563	0
np1052	51	50	0	53	417	0	10	0	0	0	312	19	1533	2	115	0	0	2	4	0	0	4	10	5	0	30	2	23	0	64	0	0	19	70	0	45	0	0	29	262	0	0	0	0	9	0	0	6	0	66	4	13	3	3	11	5	0	30651	0	4	0	0	10	0	11	0	1	0	0	10	0	10	34	90	3	0	0	41	50	59	0	3507	103	0	3	6	12	0	30	4	0	2	0	0	4	19	50	0	2	0	3	0	15	2	0
np1053	0	394	62	456	8	0	28	42	41	0	3205	8	609	4	859	8	0	1	149	0	3	394	242	1005	4	13	18	552	0	777	6	0	310	626	2	17	495	5	9	2814	0	3	0	0	90	27	2	0	0	74	224	34	3	585	238	12	53	131	0	26	0	313	12	388	76	0	10	0	0	46	1028	99	73	4545	0	195	2538	35	120	902	3	1	834	0	32	0	8	2	1289	148	9	167	12	0	0	612	83	0	0	0	41	66	10	373	14
np1055	0	1289	94	1405	7	0	39	0	0	0	29012	219	1506	5	6402	52	7	148	786	0	0	1343	211	1601	33	149	100	163	0	1256	0	0	259	2209	1538	33	147	33	15	2095	0	24	3	279	362	139	33	31	0	3	961	10	24	1341	637	59	48	105	2452	88	0	225	22	568	468	0	93	27	16	384	19	1148	2379	31613	0	12	3425	227	402	316	11	12	13537	0	1178	10	38	4	4663	3223	6	601	3	0	0	174	647	0	22	0	56	62	58	1642	0
np1057	0	642	29	92	159	0	75	31	88	0	1645	10	7909	6	1092	6	0	0	85	0	13	218	376	692	9	19	67	638	0	1137	7	0	88	1103	56	172	93	4	17	6017	0	9	0	0	119	65	2	0	0	120	476	44	6	599	84	12	25	228	0	4	0	626	48	297	112	0	3	0	9	34	1108	295	924	7622	0	66	2334	75	23	599	0	2	1123	0	28	0	10	0	869	357	10	38	5	0	0	670	557	0	0	0	102	171	9	136	2
np1060	228	2533	58	2920	81	21	182	17	0	0	44989	203	592	35	1577	50	3	381	45	0	62	180	0	4025	0	63	67	404	7	1386	0	1	353	2105	0	2	0	15	1141	6554	2	0	8	201	111	55	6	24	5	4	636	98	12	260	2186	362	0	3	0	34	0	5	40	1598	350	9	83	42	154	2701	2592	546	856	6239	0	3	0	128	1527	1948	3	12	1095	0	2218	16	6	0	690	1016	0	76	3	0	40	1106	265	247	51	17	304	90	27	611	0
np1066	21	1891	34	294	21	0	30	7	9	0	4177	20	51	7	1035	12	6	7	314	67	16	106	0	1248	6	24	6	101	5	417	4	6	129	477	3	0	0	11	38	1345	0	1	0	5	73	16	2	0	0	15	152	12	4	77	326	12	0	0	0	21	3	6	4	398	121	0	19	0	0	201	487	81	227	12418	0	0	184	16	626	1058	0	0	375	3205	408	0	6	1	264	212	0	31	18	0	13	31	42	14	5	2	21	99	11	36	0
np1067	288	2249	16	1749	74	3	225	8	0	0	19367	75	399	5	930	74	0	4	10	0	409	192	0	518	42	26	65	762	2	1401	0	3	400	1105	0	2	0	99	6	4479	3	23	2	193	110	103	1	10	1	0	808	72	8	100	560	319	128	207	19	22	0	23	245	2353	474	13	20	31	34	941	2273	488	507	11979	0	13	4	45	10	688	21	0	289	0	3086	3	0	0	3805	1701	0	164	49	485	192	198	489	852	244	1	32	36	13	411	0
np1068	34	2319	1	636	16	0	11	0	2	0	13959	20	132	5	471	2	0	4	13	0	12	112	0	478	0	8	33	162	1	473	6	0	381	247	0	112	0	1	7	2012	10	0	0	30	57	5	0	2	0	352	289	10	6	255	244	23	7	14	30	17	0	26	36	2824	63	0	8	10	23	288	3929	88	451	7012	0	13	15	25	220	632	2	0	229	0	277	0	0	1	1248	453	0	204	17	40	2	67	87	0	3	0	95	31	3	50	0
np1069	0	1418	5	41	179	0	103	13	4	0	320	0	6809	2	928	9	0	0	45	0	11	103	153	3324	12	9	56	395	0	675	0	0	203	970	8	174	39	3	15	6085	0	5	0	0	188	40	2	0	0	308	370	170	6	597	92	59	13	299	0	26	0	576	17	48	17	0	0	0	8	5	71	163	17	10914	0	4	1658	67	29	1087	4	0	1021	0	5	0	16	0	342	289	0	15	6	0	1	447	424	0	0	0	39	387	4	41	0
np1072	0	593	70	6854	86	0	217	0	0	0	44259	1271	168	17	1378	136	0	0	0	0	0	87	0	18	4	141	57	435	167	1016	0	248	2807	1534	0	249	0	0	683	1617	0	0	7	0	1210	7	16	44	17	622	1662	52	4	28	693	404	268	224	6	30	0	0	6	0	321	0	44	83	8	2738	1962	114	2338	9149	0	141	0	83	252	389	2	7	1077	0	2757	9	22	3	5795	3882	0	134	11	9	0	49	85	0	5	2	5	268	8	229	0
np1073	23	1261	15	1300	10	7	40	54	47	179	22496	48	71	5	770	0	0	12	374	510	17	89	53	5331	221	24	31	122	5	767	38	47	170	498	10	229	285	8	57	1700	6	3	2	25	95	4	6	5	2	28	86	8	2	268	805	6	94	12	0	26	11	28	7	3206	88	6	15	10	11	597	694	54	875	6809	0	124	1238	23	284	988	0	0	400	2221	521	1	5	0	1893	646	4	276	297	0	99	219	37	24	18	0	55	68	8	496	0
np1076	300	440	0	2558	351	3	216	107	228	0	39391	64	634	20	2281	71	0	0	4	0	212	449	0	791	9	43	100	255	2	1789	0	56	345	1123	2	1150	0	0	17	1026	30	0	0	140	104	7	6	11	2	0	1253	341	0	266	1251	80	299	2563	53	119	0	60	565	4003	1468	76	20	69	4	1185	2259	656	482	10836	0	9	0	80	4	2583	49	8	211	17	1334	9	2	33	3448	1296	0	421	24	35	671	79	1010	3960	144	0	767	98	4	565	0
np1077	0	478	5	51	65	0	97	3	27	0	1546	5	4423	0	288	15	0	0	6	0	8	87	196	61	0	8	54	268	0	650	0	0	12	650	91	373	23	3	2	1468	0	0	0	0	14	12	0	0	0	106	301	26	2	150	24	16	38	335	0	0	0	228	19	96	7	16	0	4	2	13	334	144	212	4283	0	3	555	43	0	266	10	0	534	0	36	1	2	0	231	220	1	17	0	0	2	401	316	0	0	0	126	57	3	104	15
np1080	13	1430	5	23	0	0	4	3	1	2	1422	0	14	0	185	0	0	1	28	26	0	29	28	1086	21	3	12	65	0	413	0	0	276	160	0	0	5	0	0	479	10	3	0	3	45	2	1	0	2	212	84	1	0	47	222	23	17	50	7	17	11	13	0	249	95	0	0	0	0	24	240	4	172	19275	0	5	236	10	37	116	2	0	193	25438	47	0	3	0	619	282	0	57	14	4	12	30	14	0	0	0	4	28	2	160	0
np1082	0	145	22	1707	8	13	23	19	0	0	14306	110	27	5	268	6	0	0	345	0	2	49	0	55	9	7	0	116	5	606	0	10	219	285	1	29	0	2	0	8851	0	0	0	0	8	0	0	0	3	0	86	15	2	34	312	80	1	51	0	0	0	0	6	273	23	0	34	5	4	271	697	115	103	10	8	0	180	16	582	577	0	0	192	0	520	1	0	15	476	486	0	22	10	1	4	111	29	0	0	0	30	6	17	67	0
np1084	15	665	141	3484	107	0	143	4	4	0	8272	123	243	3	2456	24	5	0	14	0	107	45	0	36	3	180	146	458	4	750	8	0	2209	1710	0	29	0	9	10	3646	0	28	0	9	67	22	2	81	0	0	332	6	15	77	763	73	0	1	4	10	0	60	10	94	201	1	41	12	18	772	919	64	1030	18832	0	0	0	89	522	976	11	7	192	24169	458	53	38	1	335	453	3	65	1	12	4	77	746	0	10	10	172	96	27	57	0
np1085	37	411	5	80	0	0	0	6	0	14	2583	2	21	3	139	7	0	0	39	86	2	29	0	402	67	9	25	34	2	109	17	8	471	122	0	3	5	0	23	6206	4	5	0	3	36	3	0	0	1	3	99	48	5	67	177	15	43	32	3	4	3	8	0	451	79	3	2	3	5	76	19	53	320	13350	0	12	611	11	50	123	0	0	397	13	721	1	4	14	1875	696	0	30	68	0	51	1110	110	0	1	0	0	63	3	157	0
np1088	37	2601	87	1600	32	462	60	58	14	3	31797	83	142	23	1599	37	7	75	1416	133	60	403	0	2517	140	35	28	314	16	1349	22	29	483	1267	1	0	114	13	18	3004	4	16	0	67	104	25	20	11	0	220	163	65	15	128	1246	57	26	0	3	16	10	19	31	2827	177	7	49	15	6	1080	1218	171	662	12712	0	11	584	38	2679	2630	4	3	785	6162	1139	4	12	7	1311	925	5	159	273	0	76	652	315	34	44	8	80	135	94	183	0
np1089	13	148	5	121	0	4	4	0	0	8	2920	0	6	0	182	0	0	0	135	51	0	7	0	692	19	11	14	4	0	80	0	5	29	112	1	5	9	0	18	4874	0	0	0	0	54	0	0	0	0	0	29	155	0	38	65	11	13	0	0	8	1	2	4	236	43	0	0	0	0	42	83	17	119	6039	0	1	209	0	60	112	0	0	164	85	196	0	0	6	365	337	0	4	22	0	16	1592	21	0	0	0	0	40	3	106	0
np1090	0	8496	2	447	0	0	4	0	1	0	52738	40	1168	0	21068	234	0	0	0	0	0	7	0	6	0	7	8	0	0	68	0	0	31	741	0	26	0	0	5	143	0	0	0	0	308	0	0	2	0	45	1086	31	0	1	836	6	0	18	5	0	0	0	20	0	28	0	19	97	0	785	0	44	1	0	0	0	0	4	135	110	0	26	106	0	2	0	0	0	28	4	8	5	0	40	18	454	4973	0	13	0	2	0	0	2	0
np1093	571	657	2	252	726	0	102	4	0	0	4092	4	671	7	1101	39	0	0	0	0	440	97	0	97	0	43	77	303	0	1415	0	2	1328	920	0	16	0	0	415	2517	2	71	0	72	105	12	7	5	0	5	1755	448	8	107	87	244	0	2639	4	29	0	22	504	526	228	8	0	7	0	222	98	131	390	20809	0	1	0	54	0	2291	55	6	629	0	2226	6	0	60	515	973	0	2	0	126	285	952	1131	37	10	0	55	30	0	10	0
np1096	0	422	14	237	16	0	1214	3	0	0	3782	27	162	0	3358	2	0	8	19939	0	188	617	33	83	0	26	7	219	8	773	0	5	37	1020	0	16	42	41	7	2835	0	0	2	319	91	0	1	26	0	11	178	88	35	318	254	53	5	7	7	45	0	53	297	108	218	3	36	8	0	148	1236	118	33	3820	311	0	0	16	115	804	0	5	1780	0	87	0	0	490	311	78	0	63	32	124	9	154	276	0	36	0	109	21	42	111	0
np1098	83	119	15	581	42	0	14	6	4	0	1853	15	27	4	360	6	1	0	1	0	23	22	0	18	0	33	151	107	0	280	2	0	1300	194	0	3	0	0	4	953	2	16	1	10	9	3	0	7	1	24	245	1	1	12	309	45	0	0	0	3	0	30	0	84	55	4	5	6	0	100	685	15	597	10241	0	0	0	19	113	297	3	0	113	25000	180	5	3	0	772	599	0	46	1	0	1	50	38	0	0	0	92	30	6	39	0
np1101	0	560	26	494	0	0	9	0	0	0	12926	56	209	0	1179	0	0	28	706	0	0	450	9	696	43	23	19	32	0	283	0	0	56	181	54	1	83	7	10	461	0	8	0	41	24	20	2	0	0	0	96	3	6	176	279	28	19	0	230	14	0	24	0	249	73	3	18	6	21	156	0	78	626	569	0	27	388	29	365	53	0	3	998	0	335	2	12	0	1132	574	12	202	7	0	0	109	166	0	13	0	38	9	11	560	0
np1103	0	304	162	3527	0	0	78	0	0	0	13147	453	233	0	1451	7	8	168	3337	0	0	1006	0	1692	60	106	14	282	0	630	18	0	668	1082	0	2	43	53	10	2110	0	3	0	95	39	216	0	20	0	0	85	26	25	163	330	17	0	0	0	21	0	43	19	160	196	0	198	3	4	378	3	174	1062	1206	0	4	272	148	760	71	5	13	656	0	546	13	42	0	596	420	5	158	7	0	17	441	2669	0	19	4	21	48	69	669	1
np1105	80	5085	158	4315	32	414	284	104	65	11	85362	167	360	50	3152	37	16	91	1309	546	143	574	0	3217	220	128	71	465	64	2582	60	102	532	3029	2	74	120	46	55	5418	0	12	4	133	320	73	28	30	12	1	506	101	35	367	2091	101	70	1	5	47	53	23	25	8612	303	10	104	41	37	3156	3497	301	2724	17634	0	60	1231	156	2274	2929	15	5	1230	822	2335	8	29	5	3360	3082	6	239	393	2	141	741	427	39	95	5	175	250	87	463	0
np1107	36	553	4	61	207	0	4685	7	0	0	1550	15	5408	1	14394	1	0	1	8453	0	23	523	130	46	0	69	5	1229	0	2311	0	0	118	1226	0	121	3	17	3	1394	0	0	2	53	2289	0	1	79	0	15	131	295	14	49	204	26	0	532	56	17	0	74	227	264	27	0	2	28	2	91	200	22	50	43505	12	0	7	30	83	281	5	0	817	0	18	1	5	127	192	4	0	11	6	182	10	1601	108	0	0	0	34	258	7	137	0
np1108	0	1072	19	808	3	0	46	23	5	0	10895	44	21	6	1463	4	3	14	3101	0	26	192	6	1636	29	0	23	32	13	678	0	14	553	824	0	0	94	3	17	2373	0	7	0	11	120	0	5	15	0	2	291	22	12	524	906	43	7	0	0	33	0	3	4	303	265	4	25	5	8	701	3901	184	152	35120	1036	0	0	4	453	4116	0	0	186	0	442	0	0	0	1240	620	0	72	408	0	41	110	188	0	66	0	83	32	16	291	0
np1112	0	750	22	73	100	0	52	21	7	0	304	2	5044	2	558	4	0	0	74	0	20	82	261	1027	6	20	46	342	0	451	1	0	228	831	4	110	50	0	20	3647	0	3	0	0	112	28	0	0	0	210	236	72	8	246	65	14	4	200	0	14	0	312	33	22	48	0	0	0	7	2	129	305	84	8671	0	13	1463	54	1	910	10	0	986	0	14	1	6	1	714	221	38	13	5	0	0	373	419	0	0	0	76	285	6	36	1
np1113	27	916	162	153	0	2	9	43	0	27	4560	9	24	4	416	4	0	0	142	48	2	81	0	1446	210	6	38	20	0	383	5	2	246	390	0	0	0	4	0	10830	8	3	3	12	29	11	4	1	0	1	242	159	10	185	187	32	8	21	54	23	0	9	0	274	283	9	4	35	7	115	34	28	330	9844	161	7	1817	16	2	94	0	0	2249	16	1315	2	4	35	2980	740	0	68	54	13	22	2458	257	1	24	3	2	214	0	371	0
np1115	178	7608	41	389	119	0	352	22	96	9	8736	67	338	5	6138	12	3	5	63	250	10532	236	469	13673	45	61	156	1144	0	2683	0	15	3664	1569	0	698	6	548	4510	6915	11	34	5	34	7408	52	4767	39	4	1302	1026	23	9	40	3823	189	126	51	15	421	812	316	7	5928	478	0	14	16	2	563	74	82	1034	53674	0	24	5016	62	112	355	46	5	578	1191	3394	4	18	3	5780	4223	24	295	39	0	28	25	485	0	9	8	1	2015	21	5945	0
np1116	0	617	51	373	2	0	15	0	0	0	6899	79	63	3	477	0	0	35	2232	0	0	180	7	571	4	13	7	371	0	394	11	0	101	529	42	0	27	4	20	1214	0	8	0	46	27	42	0	6	0	0	180	8	10	137	799	26	0	0	0	0	0	60	18	133	28	0	40	5	1	103	1	82	214	2506	0	0	412	33	1181	19	3	0	445	0	187	5	23	1	467	484	0	105	0	0	0	144	259	0	7	0	216	15	15	1766	0
np1119	0	1051	240	1276	69	0	28	112	29	0	6054	47	1740	17	2280	12	6	0	366	0	31	461	231	3840	25	26	91	1202	2	1704	8	1	509	1618	2	58	235	18	36	6505	0	0	0	0	299	79	0	0	0	111	445	152	11	1000	646	26	23	491	0	40	0	718	75	380	161	0	61	5	19	192	796	444	404	9965	0	218	4314	98	352	1711	15	3	2194	0	180	4	20	2	2808	472	22	262	26	0	1	1821	167	0	4	0	92	246	20	702	27
np1121	0	788	13	354	6	2	45	7	2	22	10957	9	35	1	526	3	0	0	334	94	12	91	0	1280	106	20	16	15	7	448	4	28	136	346	1	5	29	0	20	1325	8	0	0	29	43	10	4	6	0	3	151	11	6	154	283	13	51	13	0	0	4	11	2	586	92	3	10	5	11	194	1465	92	207	7933	0	22	444	14	260	321	0	0	228	794	431	2	3	0	1185	701	4	169	89	0	105	58	48	9	9	0	4	93	17	217	0
np1122	0	1221	382	1805	36	0	76	733	85	0	20201	89	2194	27	2571	15	14	1	555	0	40	1109	755	6004	116	45	278	1668	10	2341	46	8	619	2723	7	139	1246	9	92	10527	0	11	0	0	919	96	5	2	0	203	1002	118	14	3529	812	66	194	956	0	80	0	1176	79	1702	434	12	66	3	39	275	7328	585	1407	10468	0	975	5784	197	295	2468	5	4	2925	0	303	2	48	3	3958	452	54	997	85	0	1	2763	270	2	10	0	153	134	30	4288	52
np1123	0	414	24	284	0	0	14	0	0	0	16876	48	338	0	1616	4	0	12	462	0	0	344	19	793	110	47	21	19	0	275	0	0	28	423	113	0	146	4	14	258	0	0	0	43	70	37	10	3	8	0	296	0	0	307	217	27	40	9	544	21	0	88	3	229	77	0	4	8	34	182	1	101	929	2566	0	52	922	67	12	29	0	0	1331	0	335	1	24	0	2362	240	35	132	41	0	0	55	120	0	0	0	0	7	12	648	0
np1125	0	1308	2693	40235	17	0	776	4129	182	0	49730	701	6244	197	12474	73	264	99	4041	0	85	6842	5	19469	454	238	276	3942	96	14024	315	0	1853	10330	2	4	4101	166	143	20790	0	5	0	0	1608	911	95	10	10	9	511	601	201	3226	1993	183	49	14	5	331	0	3642	163	4875	2133	6	597	39	36	1893	2546	1155	909	35504	0	669	13809	1049	7468	16371	26	114	6451	0	1163	35	148	56	7516	914	170	2660	746	0	190	3768	4056	7	84	12	280	509	274	10511	1817
np1126	717	2813	489	5038	609	35	4393	2	28	0	28106	298	21664	33	21956	473	47	362	1231	0	1046	1064	0	1852	81	188	121	2108	0	4556	13	65	1084	41463	46	79	4	299	61	44922	0	7	15	0	496	255	24	40	20	154	1905	531	148	308	1184	1417	109	938	0	285	0	16	171	915	916	0	300	82	38	1331	706	596	1027	4744	879	88	1241	330	1023	9622	39	6838	8878	0	1509	34	139	17	2633	3006	0	332	91	0	241	1326	19035	72	434	23	26	382	646	688	7
np1127	0	547	459	5889	7	1	101	1417	12	0	29187	127	965	50	2208	17	27	18	1684	0	37	1045	117	5466	81	20	109	685	7	1738	98	10	1245	1379	241	48	1409	9	139	4766	0	8	0	13	128	127	7	2	5	1101	466	139	22	918	1993	46	72	81	2	97	0	389	79	2510	407	4	86	14	67	850	5176	1468	1475	7989	0	607	16689	124	1527	3582	8	0	1798	0	808	0	16	5	3710	1531	56	1548	158	0	8	3145	327	2	15	0	506	99	27	1779	98
np1128	0	37	10	135	0	0	0	0	0	0	15928	21	55	1	450	4	0	0	535	0	0	527	43	73	56	7	8	50	0	234	14	0	34	247	0	108	0	0	8	481	0	2	0	23	6	6	0	6	1	0	230	20	0	69	2584	8	0	42	0	1	0	2	4	433	25	0	0	11	17	26	0	68	317	924	0	5	167	9	1753	0	0	0	165	0	44	1	2	0	1035	51	2	184	19	0	1	61	56	0	9	0	2	10	5	1985	2
np1129	15	87	0	108	0	0	84	3	14	281	8964	5	9	0	1085	4	0	0	36	136	735	57	59	502	61	1	26	31	0	240	0	21	636	218	0	105	12	0	4	425	13	0	0	16	681	63	12	5	0	599	159	2	6	37	152	0	36	23	0	15	0	37	0	1485	40	0	0	11	4	114	1	0	1179	21162	0	3	480	13	4	50	0	0	128	68	98	0	0	0	1220	556	0	121	54	11	24	2	39	0	5	3	2	61	0	286	0
np1130	1062	645	0	576	491	0	76	10	0	0	2866	7	741	7	1410	45	0	0	0	0	256	31	0	114	0	22	24	278	0	2308	0	1	1402	1110	0	7	0	1	203	291	4	3	0	98	21	0	4	5	0	0	949	518	9	123	409	270	0	2128	0	51	0	21	979	581	712	2	0	0	0	149	40	123	231	19254	0	0	0	50	0	1568	70	2	656	0	422	2	0	11	670	80	0	59	3	89	657	68	604	3569	9	0	527	42	2	52	0
np1132	0	265	52	546	0	0	13	0	0	0	85748	100	109	0	1227	33	0	9	693	0	0	360	52	150	496	49	88	124	0	849	57	0	152	1417	8	252	0	4	35	1540	0	0	0	334	17	20	1	6	44	0	374	99	0	461	9992	5	151	171	0	17	0	16	52	834	143	46	7	44	66	100	22	328	459	886	0	18	523	56	17448	2	8	0	203	0	438	4	26	0	4216	38	22	1103	133	0	3	44	464	3	15	0	37	15	19	11047	15
